#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
       25830     2.61408     2.61462 7.31219e-06
       25831     2.61431     2.61462 7.31192e-06
       25832     2.61451     2.61462 7.31164e-06
       25833     2.61467     2.61462 7.31136e-06
       25834      2.6148     2.61462 7.31108e-06
       25835      2.6149     2.61462  7.3108e-06
       25836     2.61497     2.61462 7.31053e-06
       25837       2.615     2.61462 7.31026e-06
       25838       2.615     2.61462    7.31e-06
       25839     2.61498     2.61462 7.30973e-06
       25840     2.61494     2.61462 7.30945e-06
       25841     2.61487     2.61462 7.30918e-06
       25842     2.61478     2.61462  7.3089e-06
       25843     2.61468     2.61462 7.30861e-06
       25844     2.61456     2.61462 7.30833e-06
       25845     2.61442     2.61462 7.30805e-06
       25846     2.61426     2.61462 7.30778e-06
       25847     2.61409     2.61462 7.30753e-06
       25848     2.61391     2.61462  7.3073e-06
       25849     2.61372     2.61462  7.3071e-06
       25850     2.61351     2.61462 7.30695e-06
       25851     2.61329     2.61462 7.30684e-06
       25852     2.61306     2.61462 7.30681e-06
       25853     2.61283     2.61462 7.30686e-06
       25854      2.6126     2.61462 7.30699e-06
       25855     2.61237     2.61462 7.30723e-06
       25856     2.61215     2.61462 7.30758e-06
       25857     2.61194     2.61462 7.30803e-06
       25858     2.61175     2.61462 7.30859e-06
       25859     2.61159     2.61462 7.30925e-06
       25860     2.61144     2.61462    7.31e-06
       25861     2.61131     2.61462 7.31084e-06
       25862     2.61122     2.61462 7.31174e-06
       25863     2.61116     2.61462 7.31268e-06
       25864     2.61113     2.61462 7.31365e-06
       25865     2.61112     2.61462 7.31462e-06
       25866     2.61114     2.61462 7.31557e-06
       25867     2.61118     2.61462 7.31651e-06
       25868     2.61124     2.61462 7.31739e-06
       25869     2.61132     2.61462 7.31822e-06
       25870     2.61143     2.61462 7.31898e-06
       25871     2.61154     2.61462 7.31967e-06
       25872     2.61166     2.61462 7.32028e-06
       25873     2.61179     2.61462 7.32081e-06
       25874     2.61193     2.61462 7.32127e-06
       25875     2.61206     2.61462 7.32166e-06
       25876     2.61219     2.61462 7.32197e-06
       25877     2.61232     2.61462 7.32223e-06
       25878     2.61245     2.61462 7.32243e-06
       25879     2.61257     2.61462 7.32257e-06
       25880     2.61269     2.61462 7.32267e-06
       25881     2.61281     2.61462 7.32272e-06
       25882     2.61291     2.61462 7.32274e-06
       25883     2.61301     2.61462 7.32272e-06
       25884     2.61311     2.61462 7.32267e-06
       25885      2.6132     2.61462 7.32259e-06
       25886     2.61328     2.61462 7.32249e-06
       25887     2.61337     2.61462 7.32237e-06
       25888     2.61344     2.61462 7.32223e-06
       25889     2.61351     2.61462 7.32207e-06
       25890     2.61358     2.61462  7.3219e-06
       25891     2.61365     2.61462 7.32171e-06
       25892     2.61372     2.61462 7.32151e-06
       25893     2.61378     2.61462  7.3213e-06
       25894     2.61384     2.61462 7.32108e-06
       25895      2.6139     2.61462 7.32085e-06
       25896     2.61396     2.61462 7.32061e-06
       25897     2.61403     2.61462 7.32037e-06
       25898     2.61408     2.61462 7.32011e-06
       25899     2.61414     2.61462 7.31985e-06
       25900      2.6142     2.61462 7.31959e-06
       25901     2.61426     2.61462 7.31932e-06
       25902     2.61432     2.61462 7.31905e-06
       25903     2.61438     2.61462 7.31877e-06
       25904     2.61444     2.61462 7.31849e-06
       25905     2.61449     2.61462 7.31821e-06
       25906     2.61455     2.61462 7.31793e-06
       25907      2.6146     2.61462 7.31764e-06
       25908     2.61465     2.61462 7.31736e-06
       25909     2.61469     2.61462 7.31708e-06
       25910     2.61474     2.61462  7.3168e-06
       25911     2.61479     2.61462 7.31652e-06
       25912     2.61483     2.61462 7.31624e-06
       25913     2.61487     2.61462 7.31597e-06
       25914      2.6149     2.61462 7.31569e-06
       25915     2.61494     2.61462 7.31542e-06
       25916     2.61497     2.61462 7.31515e-06
       25917     2.61499     2.61462 7.31488e-06
       25918     2.61502     2.61462 7.31461e-06
       25919     2.61504     2.61462 7.31435e-06
       25920     2.61506     2.61462 7.31409e-06
       25921     2.61507     2.61462 7.31383e-06
       25922     2.61508     2.61462 7.31357e-06
       25923     2.61509     2.61462 7.31331e-06
       25924      2.6151     2.61462 7.31305e-06
       25925      2.6151     2.61462 7.31279e-06
       25926      2.6151     2.61462 7.31253e-06
       25927      2.6151     2.61462 7.31227e-06
       25928      2.6151     2.61462 7.31201e-06
       25929     2.61509     2.61462 7.31175e-06
       25930     2.61509     2.61462 7.31149e-06
       25931     2.61509     2.61462 7.31123e-06
       25932     2.61508     2.61462 7.31097e-06
       25933     2.61507     2.61462 7.31071e-06
       25934     2.61507     2.61462 7.31045e-06
       25935     2.61506     2.61462 7.31019e-06
       25936     2.61505     2.61462 7.30993e-06
       25937     2.61505     2.61462 7.30966e-06
       25938     2.61504     2.61462  7.3094e-06
       25939     2.61503     2.61462 7.30913e-06
       25940     2.61502     2.61462 7.30887e-06
       25941     2.61502     2.61462  7.3086e-06
       25942     2.61501     2.61462 7.30834e-06
       25943     2.61501     2.61462 7.30807e-06
       25944     2.61501     2.61462  7.3078e-06
       25945     2.61501     2.61462 7.30754e-06
       25946       2.615     2.61462 7.30727e-06
       25947     2.61501     2.61462   7.307e-06
       25948     2.61501     2.61462 7.30674e-06
       25949       2.615     2.61462 7.30647e-06
       25950     2.61501     2.61462 7.30621e-06
       25951     2.61501     2.61462 7.30594e-06
       25952     2.61503     2.61462 7.30567e-06
       25953     2.61504     2.61462 7.30541e-06
       25954     2.61506     2.61462 7.30515e-06
       25955     2.61508     2.61462 7.30489e-06
       25956      2.6151     2.61462 7.30463e-06
       25957     2.61512     2.61462 7.30437e-06
       25958     2.61515     2.61462 7.30412e-06
       25959     2.61518     2.61462 7.30387e-06
       25960      2.6152     2.61462 7.30362e-06
       25961     2.61524     2.61462 7.30338e-06
       25962     2.61529     2.61462 7.30315e-06
       25963     2.61534     2.61462 7.30292e-06
       25964     2.61539     2.61462  7.3027e-06
       25965     2.61544     2.61462 7.30248e-06
       25966     2.61551     2.61462 7.30228e-06
       25967     2.61558     2.61462 7.30209e-06
       25968     2.61566     2.61462 7.30192e-06
       25969     2.61574     2.61462 7.30177e-06
       25970     2.61583     2.61462 7.30164e-06
       25971     2.61593     2.61462 7.30153e-06
       25972     2.61603     2.61462 7.30145e-06
       25973     2.61614     2.61462  7.3014e-06
       25974     2.61626     2.61462  7.3014e-06
       25975     2.61639     2.61462 7.30143e-06
       25976     2.61652     2.61462 7.30152e-06
       25977     2.61665     2.61462 7.30165e-06
       25978     2.61679     2.61462 7.30185e-06
       25979     2.61693     2.61462 7.30211e-06
       25980     2.61707     2.61462 7.30244e-06
       25981     2.61722     2.61462 7.30284e-06
       25982     2.61735     2.61462 7.30332e-06
       25983     2.61749     2.61462 7.30387e-06
       25984     2.61761     2.61462 7.30449e-06
       25985     2.61772     2.61462 7.30519e-06
       25986     2.61782     2.61462 7.30594e-06
       25987     2.61789     2.61462 7.30674e-06
       25988     2.61795     2.61462 7.30759e-06
       25989     2.61798     2.61462 7.30844e-06
       25990     2.61797     2.61462  7.3093e-06
       25991     2.61793     2.61462 7.31013e-06
       25992     2.61785     2.61462  7.3109e-06
       25993     2.61773     2.61462  7.3116e-06
       25994     2.61756     2.61462 7.31219e-06
       25995     2.61735     2.61462 7.31267e-06
       25996      2.6171     2.61462 7.31301e-06
       25997      2.6168     2.61462 7.31321e-06
       25998     2.61646     2.61462 7.31327e-06
       25999     2.61609     2.61462  7.3132e-06
       26000      2.6157     2.61462 7.31304e-06
       26001     2.61528     2.61462  7.3128e-06
       26002     2.61486     2.61462 7.31253e-06
       26003     2.61443     2.61462 7.31225e-06
       26004     2.61399     2.61462 7.31201e-06
       26005     2.61358     2.61462 7.31184e-06
       26006     2.61319     2.61462 7.31176e-06
       26007     2.61282     2.61462 7.31181e-06
       26008      2.6125     2.61462 7.31199e-06
       26009     2.61221     2.61462 7.31229e-06
       26010     2.61197     2.61462 7.31272e-06
       26011     2.61177     2.61462 7.31327e-06
       26012     2.61162     2.61462  7.3139e-06
       26013      2.6115     2.61462  7.3146e-06
       26014     2.61143     2.61462 7.31535e-06
       26015      2.6114     2.61462 7.31612e-06
       26016      2.6114     2.61462 7.31688e-06
       26017     2.61144     2.61462 7.31762e-06
       26018      2.6115     2.61462 7.31832e-06
       26019     2.61159     2.61462 7.31897e-06
       26020     2.61171     2.61462 7.31954e-06
       26021     2.61183     2.61462 7.32005e-06
       26022     2.61196     2.61462 7.32048e-06
       26023      2.6121     2.61462 7.32084e-06
       26024     2.61224     2.61462 7.32113e-06
       26025     2.61239     2.61462 7.32135e-06
       26026     2.61254     2.61462 7.32151e-06
       26027     2.61268     2.61462  7.3216e-06
       26028     2.61283     2.61462 7.32165e-06
       26029     2.61297     2.61462 7.32164e-06
       26030      2.6131     2.61462 7.32159e-06
       26031     2.61323     2.61462 7.32151e-06
       26032     2.61335     2.61462 7.32139e-06
       26033     2.61346     2.61462 7.32124e-06
       26034     2.61356     2.61462 7.32108e-06
       26035     2.61366     2.61462 7.32089e-06
       26036     2.61375     2.61462 7.32068e-06
       26037     2.61383     2.61462 7.32046e-06
       26038     2.61391     2.61462 7.32023e-06
       26039     2.61397     2.61462 7.31999e-06
       26040     2.61404     2.61462 7.31975e-06
       26041     2.61409     2.61462 7.31949e-06
       26042     2.61414     2.61462 7.31924e-06
       26043     2.61419     2.61462 7.31897e-06
       26044     2.61423     2.61462 7.31871e-06
       26045     2.61426     2.61462 7.31844e-06
       26046      2.6143     2.61462 7.31817e-06
       26047     2.61433     2.61462  7.3179e-06
       26048     2.61436     2.61462 7.31762e-06
       26049     2.61438     2.61462 7.31735e-06
       26050      2.6144     2.61462 7.31707e-06
       26051     2.61442     2.61462  7.3168e-06
       26052     2.61444     2.61462 7.31652e-06
       26053     2.61445     2.61462 7.31624e-06
       26054     2.61446     2.61462 7.31596e-06
       26055     2.61447     2.61462 7.31568e-06
       26056     2.61448     2.61462  7.3154e-06
       26057     2.61449     2.61462 7.31513e-06
       26058     2.61449     2.61462 7.31485e-06
       26059      2.6145     2.61462 7.31457e-06
       26060     2.61451     2.61462 7.31429e-06
       26061     2.61451     2.61462 7.31401e-06
       26062     2.61451     2.61462 7.31373e-06
       26063     2.61452     2.61462 7.31345e-06
       26064     2.61452     2.61462 7.31317e-06
       26065     2.61453     2.61462 7.31289e-06
       26066     2.61454     2.61462 7.31261e-06
       26067     2.61455     2.61462 7.31233e-06
       26068     2.61455     2.61462 7.31205e-06
       26069     2.61456     2.61462 7.31177e-06
       26070     2.61456     2.61462 7.31149e-06
       26071     2.61456     2.61462 7.31121e-06
       26072     2.61456     2.61462 7.31093e-06
       26073     2.61457     2.61462 7.31065e-06
       26074     2.61457     2.61462 7.31037e-06
       26075     2.61458     2.61462 7.31009e-06
       26076     2.61458     2.61462 7.30981e-06
       26077     2.61459     2.61462 7.30953e-06
       26078      2.6146     2.61462 7.30925e-06
       26079     2.61461     2.61462 7.30897e-06
       26080     2.61461     2.61462 7.30869e-06
       26081     2.61463     2.61462 7.30841e-06
       26082     2.61463     2.61462 7.30813e-06
       26083     2.61464     2.61462 7.30785e-06
       26084     2.61465     2.61462 7.30757e-06
       26085     2.61466     2.61462 7.30729e-06
       26086     2.61467     2.61462 7.30701e-06
       26087     2.61468     2.61462 7.30673e-06
       26088     2.61469     2.61462 7.30645e-06
       26089     2.61469     2.61462 7.30617e-06
       26090     2.61469     2.61462 7.30589e-06
       26091      2.6147     2.61462 7.30561e-06
       26092     2.61471     2.61462 7.30533e-06
       26093     2.61471     2.61462 7.30505e-06
       26094     2.61472     2.61462 7.30477e-06
       26095     2.61472     2.61462 7.30449e-06
       26096     2.61472     2.61462 7.30422e-06
       26097     2.61473     2.61462 7.30394e-06
       26098     2.61474     2.61462 7.30366e-06
       26099     2.61474     2.61462 7.30338e-06
       26100     2.61474     2.61462  7.3031e-06
       26101     2.61474     2.61462 7.30282e-06
       26102     2.61474     2.61462 7.30254e-06
       26103     2.61475     2.61462 7.30227e-06
       26104     2.61475     2.61462 7.30199e-06
       26105     2.61475     2.61462 7.30171e-06
       26106     2.61475     2.61462 7.30143e-06
       26107     2.61476     2.61462 7.30115e-06
       26108     2.61476     2.61462 7.30088e-06
       26109     2.61476     2.61462  7.3006e-06
       26110     2.61476     2.61462 7.30032e-06
       26111     2.61476     2.61462 7.30004e-06
       26112     2.61476     2.61462 7.29977e-06
       26113     2.61477     2.61462 7.29949e-06
